REGIÓN,IES,PERSONA JURÍDICA,SEDE-LOCAL-FILIAL,DIRECCIÓN,PROGRAMAS LICENCIADOS,NIVEL,MODALIDAD
LIMA,INSTITUTO TÉCNICO DE ADMINISTRACIÓN DE EMPRESAS - ITAE,CORPORACIÓN ODÍN S.A.C.,LOCAL 01,AV. ALFREDO MENDIOLA N° 3581,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO TÉCNICO DE ADMINISTRACIÓN DE EMPRESAS - ITAE,CORPORACIÓN ODÍN S.A.C.,LOCAL 01,AV. ALFREDO MENDIOLA N° 3581,GUIA OFICIAL DE TURISMO,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO TÉCNICO DE ADMINISTRACIÓN DE EMPRESAS - ITAE,CORPORACIÓN ODÍN S.A.C.,LOCAL 01,AV. ALFREDO MENDIOLA N° 3581,ADMINISTRACIÓN DE OPERACIONES BANCARIAS Y FINANCIERAS,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO TÉCNICO DE ADMINISTRACIÓN DE EMPRESAS - ITAE,CORPORACIÓN ODÍN S.A.C.,SEDE PRINCIPAL - LOCAL02,AV. NICOLAS AYLLON N° 5351,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,INSTITUTO TÉCNICO DE ADMINISTRACIÓN DE EMPRESAS - ITAE,CORPORACIÓN ODÍN S.A.C.,SEDE PRINCIPAL - LOCAL02,AV. NICOLAS AYLLON N° 5351,MARKETING,Profesional Técnico,PRESENCIAL
CUSCO,KHIPU,CORPORACIÓN KHIPU S.A.C.,SEDE PRINCIPAL,AV. CENTENARIO N° 589,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
CUSCO,KHIPU,CORPORACIÓN KHIPU S.A.C.,SEDE PRINCIPAL,AV. CENTENARIO N° 589,GASTRONOMIA,Profesional Técnico,PRESENCIAL
CUSCO,KHIPU,CORPORACIÓN KHIPU S.A.C.,SEDE PRINCIPAL,AV. CENTENARIO N° 589,GUIA OFICIAL DE TURISMO,Profesional Técnico,PRESENCIAL
CUSCO,KHIPU,CORPORACIÓN KHIPU S.A.C.,LOCAL 02,AV. CAMINO REAL N° 443- CUSCO,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
CUSCO,KHIPU,CORPORACIÓN KHIPU S.A.C.,LOCAL 02,AV. CAMINO REAL N° 443- CUSCO,CONTABILIDAD,Profesional Técnico,PRESENCIAL
CUSCO,KHIPU,CORPORACIÓN KHIPU S.A.C.,LOCAL 02,AV. CAMINO REAL N° 443- CUSCO,MARKETING,Profesional Técnico,PRESENCIAL
CUSCO,KHIPU,CORPORACIÓN KHIPU S.A.C.,LOCAL 02,AV. CAMINO REAL N° 443- CUSCO,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,LE CORDON BLEU PERÚ,PROMOTORA MIRAFLORES S.A.C.,SEDE PRINCIPAL - LOCAL01,AV. VASCO NUÑEZ DE BALBOA N° 530,GASTRONOMÍA,Profesional Técnico,PRESENCIAL
LIMA,LE CORDON BLEU PERÚ,PROMOTORA MIRAFLORES S.A.C.,SEDE PRINCIPAL - LOCAL01,AV. VASCO NUÑEZ DE BALBOA N° 530,PASTELERÍA,Técnico ,PRESENCIAL
LIMA,LE CORDON BLEU PERÚ,PROMOTORA MIRAFLORES S.A.C.,SEDE PRINCIPAL - LOCAL01,AV. VASCO NUÑEZ DE BALBOA N° 530,COCINA,Técnico ,PRESENCIAL
LIMA,LE CORDON BLEU PERÚ,PROMOTORA MIRAFLORES S.A.C.,SEDE PRINCIPAL - LOCAL01,AV. VASCO NUÑEZ DE BALBOA N° 530,BAR Y COCTELERÍA,Técnico ,PRESENCIAL
LIMA,LE CORDON BLEU PERÚ,PROMOTORA MIRAFLORES S.A.C.,SEDE PRINCIPAL - LOCAL01,AV. VASCO NUÑEZ DE BALBOA N° 530,ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA Y RESTAURANTES,Profesional Técnico,PRESENCIAL
LIMA,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. SANTA CRUZ N° 272-276,TRADUCCIÓN DE IDIOMAS,Profesional Técnico,PRESENCIAL
LIMA,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. SANTA CRUZ N° 272-276,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS S.A.C.,LOCAL 02,"CALLE LIBERTAD N° 130, AV. PARDO N° 451",ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS S.A.C.,LOCAL 03,AV. FLORESTA N° 103,TRADUCCIÓN DE IDIOMAS,Profesional Técnico,PRESENCIAL
LIMA,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS S.A.C.,LOCAL 03,AV. FLORESTA N° 103,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS,LIMA INSTITUTE OF TECHNICAL STUDIES-LITS S.A.C.,LOCAL 03,AV. FLORESTA N° 103,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
PIURA ,NUESTRA SEÑORA DEL CARMEN,SEREDU DEL CARMEN E.I.R.L.,SEDE PRINCIPAL,AV. BOLOGNESI N° 955 - PIURA TALARA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
PIURA ,NUESTRA SEÑORA DEL CARMEN,SEREDU DEL CARMEN E.I.R.L.,SEDE PRINCIPAL,AV. BOLOGNESI N° 955 - PIURA TALARA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGÍAS DE LA INFORMACIÓN,Profesional Técnico,PRESENCIAL
PIURA ,NUESTRA SEÑORA DEL CARMEN,SEREDU DEL CARMEN E.I.R.L.,SEDE PRINCIPAL,AV. BOLOGNESI N° 955 - PIURA TALARA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
PIURA ,NUESTRA SEÑORA DEL CARMEN,SEREDU DEL CARMEN E.I.R.L.,SEDE PRINCIPAL,AV. BOLOGNESI N° 955 - PIURA TALARA,ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA Y RESTAURANTES,Profesional Técnico,PRESENCIAL
LIMA,PAUL MULLER,SERVICIOS EDUCATIVOS PAUL MULLER S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. GUZMÁN BLANCO N° 309,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,PAUL MULLER,SERVICIOS EDUCATIVOS PAUL MULLER S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. GUZMÁN BLANCO N° 309,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,PAUL MULLER,SERVICIOS EDUCATIVOS PAUL MULLER S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. GUZMÁN BLANCO N° 309,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,PAUL MULLER,SERVICIOS EDUCATIVOS PAUL MULLER S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. GUZMÁN BLANCO N° 309,DISEÑO Y PROGRAMACIÓN WEB,Profesional Técnico,PRESENCIAL
LIMA,PAUL MULLER,SERVICIOS EDUCATIVOS PAUL MULLER S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. GUZMÁN BLANCO N° 309,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",PERUANO DE MARKETING,INVERSIONES IPM S.A.C.,SEDE PRINCIPAL-LOCAL 01,AV. PASEO DE LA REPUBLICA N° 6099,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,TÉCNICA EN FARMACIA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,SEDE PRINCIPAL,AV. AREQUIPA N° 1290,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,COCINA,Técnico ,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 02,AV. JOSE LARCO N° 756,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 03,AV. LA MARINA N° 1429,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 03,AV. LA MARINA N° 1429,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 03,AV. LA MARINA N° 1429,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 03,AV. LA MARINA N° 1429,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 03,AV. LA MARINA N° 1429,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 03,AV. LA MARINA N° 1429,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 03,AV. LA MARINA N° 1429,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 04,AV. UNIVERSITARIA N° 1250,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 04,AV. UNIVERSITARIA N° 1250,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 04,AV. UNIVERSITARIA N° 1250,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 04,AV. UNIVERSITARIA N° 1250,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 04,AV. UNIVERSITARIA N° 1250,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 04,AV. UNIVERSITARIA N° 1250,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 04,AV. UNIVERSITARIA N° 1250,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 05,AV. SANTIAGO DE SURCO N° 4847,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 06,AV. AREQUIPA N° 934 - LIMA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 06,AV. AREQUIPA N° 934 - LIMA,COCINA,Técnico ,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 06,AV. AREQUIPA N° 934 - LIMA,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 06,AV. AREQUIPA N° 934 - LIMA,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 07,AV. PROCERES DE LA INDEPENDENCIA N° 1621 - SJL,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,MARKETING,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,SECRETARIADO EJECUTIVO,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,COMUNICACIÓN AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,PERIODISMO AUDIOVISUAL,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 08,CALLE LA VICTORIA N° 509 - PUENTE PIEDRA,GESTIÓN DE LOGÍSTICA,Profesional Técnico,PRESENCIAL
LIMA,"PERUANO DE SISTEMAS ""SISE""",SOCIEDAD CULTURAL LATINOAMERICANA S.A.C. ,LOCAL 09,AV. INDUSTRIAL N° 3726 - INDEPENDENCIA,MARKETING,Profesional Técnico,PRESENCIAL
